adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count,budget,revenue,runtime,expected_revenue,disappointment_index,roi,release_year,release_month
False,/qdthf9WrRDSaIkGVQGhhJ9pz1hn.jpg,"[28, 16, 35, 10751]",9502,Kung Fu Panda,en,Kung Fu Panda,"Chosen by prophecy but doubted by all, Po is an unlikely choice for the mystical title of the Dragon Warrior—a clumsy panda thrust into the world of kung fu as a deadly enemy threatens the Valley of Peace. Under reluctant guidance by Master Shifu and the Furious Five, Po must embrace who he is to unlock the power that no scroll can teach.",17.7841,/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg,2008-06-04,False,False,7.32,12600,130000000,632091832,90,325000000.0,1.9448979446153847,3.8622448615384615,2008,6
False,/hGGC9gKo7CFE3fW07RA587e5kol.jpg,"[16, 35, 10751, 12]",14160,Up,en,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",17.7506,/mFvoEwSfLqbcWwFsDjQebn9bzFe.jpg,2009-05-28,False,False,7.96,21632,175000000,735103954,96,437500000.0,1.6802376091428572,3.200594022857143,2009,5
False,/xgDj56UWyeWQcxQ44f5A3RTWuSs.jpg,"[16, 35, 10751, 14]",2062,Ratatouille,en,Ratatouille,"Remy, a rat, possesses a palate far more refined than that of his fellow comrades. He dreams of becoming a chef, one who creates rather than scavenges. When fate deposits him in the sewers beneath one of Paris’s most famous restaurants, he finds himself ideally placed to fulfill his dream. Forming an unusual alliance with a hapless young kitchen worker, Remy begins a daring culinary double life.  As Remy pursues his vision, he must navigate the suspicions of the calculating Head Chef Skinner, the disapproval of Remy’s own colony, and the foreboding presence of renowned food critic Anton Ego, who strikes fear in the hearts of chefs all throughout France.",17.7329,/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,2007-06-28,False,False,7.841,18443,150000000,623726000,111,375000000.0,1.6632693333333333,3.1581733333333335,2007,6
False,/95ckrV6wQgbffurAVmETQ5YKASL.jpg,"[10752, 18, 28]",228150,Fury,en,Fury,"April, 1945. As the Allies make their final push in the European Theatre, a battle-hardened army sergeant named Wardaddy commands a Sherman tank and her five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, and with a rookie soldier thrust into their platoon, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",17.7199,/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,2014-10-15,False,False,7.544,12902,68000000,211817906,135,170000000.0,1.2459876823529412,2.114969205882353,2014,10
False,/gvLG3Fnznkxl4SmYfcK8gUuqxM8.jpg,"[28, 12, 878]",823464,Godzilla x Kong: The New Empire,en,Godzilla x Kong: The New Empire,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",17.655,/z1p34vh7dEOnLDmyCrlUVLuoDzd.jpg,2024-03-27,False,False,7.049,4652,150000000,571750016,115,375000000.0,1.5246667093333333,2.811666773333333,2024,3
False,/vDKRMZGFTKP9nQolzeSB1rB1w6p.jpg,"[18, 36, 10752]",324786,Hacksaw Ridge,en,Hacksaw Ridge,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",17.5962,/fnOMP6mjmOmZwmlC1n0K7ivrzt1.jpg,2016-10-07,False,False,8.189,14820,40000000,175302354,139,100000000.0,1.75302354,3.38255885,2016,10
False,/g5haoqEqt5VwVwQKEkoXY9zqSxb.jpg,"[35, 10749]",232672,Blended,en,Blended,"Recently divorced mom Lauren and widowed dad Jim let their friends push them into a blind date, which goes disastrously wrong. Unsurprisingly, neither wants to see the other ever again. However, fate intervenes when both Jim and Lauren, unbeknownst to each other, purchase one-half of the same vacation package at a South African resort for families, during spring break. They and their children are forced to share the same romantic suite and participate in a slew of family activities together.",17.4595,/o2YrH9jS7CAfWjETHFeL0tth79E.jpg,2014-05-21,False,False,6.893,3796,40000000,128000000,117,100000000.0,1.28,2.2,2014,5
False,/hjWxngV6tidwDkfJDEgMjHD2KEz.jpg,[18],976893,Perfect Days,ja,PERFECT DAYS,"Hirayama is content with his life as a toilet cleaner in Tokyo. Outside of his structured routine, he cherishes music on cassette tapes, books, and taking photos of trees. Through unexpected encounters, he reflects on finding beauty in the world.",17.458,/mjEk5Wwx6TYVqw29zSaUHclMIgp.jpg,2023-11-10,False,False,7.791,1896,14000000,24094016,124,35000000.0,0.6884004571428571,0.7210011428571429,2023,11
False,/vcrgU0KaNj5mKUCIQSUdiQwTE9y.jpg,"[12, 14]",12444,Harry Potter and the Deathly Hallows: Part 1,en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",17.4512,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,2010-11-17,False,False,7.734,20340,250000000,954305868,146,625000000.0,1.5268893888,2.817223472,2010,11
False,/6MKr3KgOLmzOP6MSuZERO41Lpkt.jpg,"[35, 80]",337404,Cruella,en,Cruella,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",17.4442,/hjS9mH8KvRiGHgjk6VUZH7OT0Ng.jpg,2021-05-26,False,False,7.971,10043,200000000,233503234,134,500000000.0,0.467006468,0.16751617,2021,5
False,/yJi6g0CnsqANLNuVaRX28tZxeHX.jpg,"[27, 9648]",1193501,Whistle,en,Whistle,"A misfit group of unwitting high school students stumble upon a cursed object, an ancient Aztec Death Whistle. They discover that blowing the whistle and the terrifying sound it emits will summon their future deaths to hunt them down.",17.3848,/vgonf5kGsiijUBjzxKTvechhT28.jpg,2026-01-20,False,False,6.297,390,2000000,4686337,100,5000000.0,0.9372674,1.3431685,2026,1
False,/lMRX4cLx4hxYth3iQ96c0E1RHGB.jpg,"[28, 35]",11770,Shaolin Soccer,cn,少林足球,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,17.3264,/z6ZQqwoxWy9muIxwUP4K2zWw7BU.jpg,2001-07-05,False,False,7.2,2518,10000005,42776760,113,25000012.5,1.7110695444652277,3.2776738611630694,2001,7
False,/weAYfu6FfrNxEDJ3xH1XpgQcqUv.jpg,"[14, 18, 10749]",8966,Twilight,en,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",17.3057,/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,2008-11-20,False,False,6.28,14374,37000000,393616788,122,92500000.0,4.255316627027027,9.638291567567567,2008,11
False,/1qM2BYNE11Viby8ImC9LC00DgDr.jpg,"[28, 80, 18]",111,Scarface,en,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",17.2482,/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,1983-12-09,False,False,8.157,12994,25000000,66023329,170,62500000.0,1.056373264,1.64093316,1983,12
False,/xyXmtuvsoM5J3yNad0nvcetpBdY.jpg,"[12, 14, 28]",49051,The Hobbit: An Unexpected Journey,en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",17.1642,/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,2012-12-12,False,False,7.373,19597,250000000,1021103568,169,625000000.0,1.6337657088,3.084414272,2012,12
False,/kARonxQpuSZdFraTKlCThWOBCtu.jpg,[35],38365,Grown Ups,en,Grown Ups,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",17.1222,/cQGM5k1NtU85n4TUlrOrwijSCcm.jpg,2010-06-24,False,False,6.404,6647,80000000,271457606,102,200000000.0,1.35728803,2.393220075,2010,6
False,/AdyJH8kDm8xT8IKTlgpEC15ny4u.jpg,"[14, 28, 12]",453395,Doctor Strange in the Multiverse of Madness,en,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",17.1215,/ddJcSKbcp4rKZTmuyWaMhuwcfMz.jpg,2022-05-04,False,False,7.228,10295,290000000,955775804,126,725000000.0,1.3183114537931035,2.2957786344827587,2022,5
False,/uT895WNwm0aIJRtGizcQhrejWUo.jpg,"[28, 12, 878]",76341,Mad Max: Fury Road,en,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",17.1193,/hA2ple9q4qnwxp3hKVNhroipsir.jpg,2015-05-13,False,False,7.633,24034,150000000,378858340,121,375000000.0,1.0102889066666667,1.5257222666666668,2015,5
False,/jW21PoKwqs79wk6bfiYezox63mK.jpg,"[878, 28, 12]",18,The Fifth Element,fr,Le Cinquième Élément,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",17.0896,/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,1997-05-02,False,False,7.6,11685,90000000,263920180,126,225000000.0,1.1729785777777777,1.9324464444444445,1997,5
False,/uAfhsySkr1UzQg1zdg3dZQRz9Fd.jpg,"[16, 10751, 35]",10193,Toy Story 3,en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",17.067,/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,2010-06-16,False,False,7.804,15690,200000000,1067316101,102,500000000.0,2.134632202,4.336580505,2010,6
False,/8pwIhymsxfAVjrAE7syDjQULn37.jpg,"[16, 35, 10751, 12]",425,Ice Age,en,Ice Age,"Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age.",17.025,/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,2002-03-14,False,False,7.373,14260,59000000,383257136,82,147500000.0,2.5983534644067796,5.495883661016949,2002,3
False,/1w8kutrRucTd3wlYyu5QlUDMiG1.jpg,"[12, 10751, 16]",762509,Mufasa: The Lion King,en,Mufasa: The Lion King,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",16.9834,/jbOSUAWMGzGL1L4EaUF8K6zYFo7.jpg,2024-12-18,False,False,7.314,2653,200000000,722631756,118,500000000.0,1.445263512,2.61315878,2024,12
False,/kIBK5SKwgqIIuRKhhWrJn3XkbPq.jpg,"[28, 12, 878]",99861,Avengers: Age of Ultron,en,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",16.9623,/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,2015-04-22,False,False,7.271,24388,235000000,1405403694,141,587500000.0,2.3921765004255318,4.98044125106383,2015,4
False,/cWczNud8Y8i8ab0Z4bxos4myWYO.jpg,"[16, 10751, 12]",38757,Tangled,en,Tangled,"Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.",16.9494,/ym7Kst6a4uodryxqbGOxmewF235.jpg,2010-11-24,False,False,7.61,12366,260000000,592461732,100,650000000.0,0.9114795876923077,1.2786989692307693,2010,11
False,/q62bpQ67qaXY0u6b2wFEnQYIbPd.jpg,"[10751, 35, 16, 12]",301528,Toy Story 4,en,Toy Story 4,"Woody has always been confident about his place in the world, devoted to taking care of his kid—whether that's Andy or Bonnie. But after Bonnie creates a reluctant new toy called ""Forky"", a road trip adventure alongside old and new friends challenges everything Woody believes about loyalty, purpose, and what it truly means to be a toy.",16.7794,/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,2019-06-19,False,False,7.466,10495,175000000,1073841394,100,437500000.0,2.454494614857143,5.1362365371428576,2019,6
False,/d72ROyJqXQtw2OupW0l15eicRAF.jpg,"[27, 12, 28]",7131,Van Helsing,en,Van Helsing,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,16.7408,/gsFun8nATm52aGHeT8ueAel98nE.jpg,2004-05-03,False,False,6.408,6633,160000000,300257475,132,400000000.0,0.7506436875,0.87660921875,2004,5
False,/4DfxcN4w0FuYZHQ3JAHzpHWia1U.jpg,"[28, 80, 53]",1291608,Dhurandhar,hi,धुरंधर,"A mysterious traveler slips into the heart of Karachi's underbelly and rises through its ranks with lethal precision, only to tear the notorious ISI-Underworld nexus apart from within.",16.6838,/8FHOtUpNIk5ZPEay2N2EY5lrxkv.jpg,2025-12-05,False,False,7.109,276,14330000,170000000,212,35825000.0,4.745289602233077,10.863224005582694,2025,12
False,/3FO1kbQmRlU1H6Kmn7sTfmd7mw9.jpg,[35],1621,Trading Places,en,Trading Places,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,16.6766,/8mBuLCOcpWnmYtZc4aqtvDXslv6.jpg,1983-06-07,False,False,7.229,3651,15000000,90404800,116,37500000.0,2.410794666666667,5.026986666666667,1983,6
False,/AaABt75ZzfMGrscUR2seabz4PEX.jpg,"[28, 12, 14]",297762,Wonder Woman,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,16.6076,/v4ncgZjG2Zu8ZW5al1vIZTsSjqX.jpg,2017-05-30,False,False,7.209,20882,149000000,823970682,141,372500000.0,2.212001830872483,4.530004577181208,2017,5
False,/w1oD1MzHjnBJc5snKupIQaSBLIh.jpg,"[28, 12, 878]",559,Spider-Man 3,en,Spider-Man 3,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",16.5591,/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg,2007-05-01,False,False,6.458,15182,258000000,894983373,139,645000000.0,1.3875711209302326,2.4689278023255814,2007,5
False,/82C04rTiXYZ7c8XZv91Nu53w82Y.jpg,"[28, 53, 35]",1007734,Nobody 2,en,Nobody 2,"Former assassin Hutch Mansell takes his family on a nostalgic vacation to a small-town theme park, only to be pulled back into violence when they clash with a corrupt operator, a crooked sheriff, and a ruthless crime boss.",16.5273,/svXVRoRSu6zzFtCzkRsjZS7Lqpd.jpg,2025-08-13,False,False,6.933,1538,25000000,43285109,89,62500000.0,0.692561744,0.73140436,2025,8
False,/ffdqHMWkh1h9MABwIfbfRJhgFW6.jpg,"[28, 53, 878]",218,The Terminator,en,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",16.5232,/qvktm0BHcnmDpul4Hz01GIazWPr.jpg,1984-10-26,False,False,7.681,14572,6400000,78371200,108,16000000.0,4.8982,11.2455,1984,10
False,/4BS8tgBNWg2jPiDlBwM2iJe1xB7.jpg,"[16, 10751, 12, 35]",49013,Cars 2,en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,16.4978,/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,2011-06-11,False,False,6.178,8457,200000000,559852396,106,500000000.0,1.119704792,1.79926198,2011,6
False,/jlGmlFOcfo8n5tURmhC7YVd4Iyy.jpg,"[28, 35, 12]",436969,The Suicide Squad,en,The Suicide Squad,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",16.4451,/q61qEyssk2ku3okWICKArlAdhBn.jpg,2021-07-28,False,False,7.461,9561,185000000,168717425,132,462500000.0,0.3647944324324324,-0.08801391891891892,2021,7
False,/fypydCipcWDKDTTCoPucBsdGYXW.jpg,"[878, 12, 28]",653346,Kingdom of the Planet of the Apes,en,Kingdom of the Planet of the Apes,"Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",16.3937,/gKkl37BQuKTanygYQG1pyYgLVgf.jpg,2024-05-08,False,False,7.055,4235,160000000,397378150,145,400000000.0,0.993445375,1.4836134375,2024,5
False,/en971MEXui9diirXlogOrPKmsEn.jpg,"[28, 12, 35]",293660,Deadpool,en,Deadpool,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",16.1965,/3E53WEZJqP6aM84D8CckXx4pIHw.jpg,2016-02-09,False,False,7.623,32697,58000000,782837347,108,145000000.0,5.398878255172414,12.497195637931034,2016,2
False,/mmd1HnuvAzFc4iuVJcnBrhDNEKr.jpg,"[27, 53]",694,The Shining,en,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",16.1799,/uAR0AWqhQL1hQa69UDEbb2rE5Wx.jpg,1980-05-23,False,False,8.204,18890,19000000,44781695,144,47500000.0,0.9427725263157894,1.3569313157894738,1980,5
False,/ehzI1mVcnHqB58NqPyQwpMqcVoz.jpg,"[28, 80, 53]",168259,Furious 7,en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,16.1623,/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg,2015-04-01,False,False,7.2,11264,190000000,1515400000,138,475000000.0,3.190315789473684,6.975789473684211,2015,4
False,/lzMS0CI3FLQYC5EgJoWeIaEt0lm.jpg,"[878, 18, 12]",286217,The Martian,en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",16.1485,/3ndAx3weG6KDkJIRMCi5vXX6Dyb.jpg,2015-09-30,False,False,7.697,21175,108000000,631058917,141,270000000.0,2.337255248148148,4.84313812037037,2015,9
False,/HVcza6tJtWFrLriuh3Ano4Vt46.jpg,"[28, 12, 878]",1930,The Amazing Spider-Man,en,The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",16.0691,/jexoNYnPd6vVrmygwF6QZmWPFdu.jpg,2012-06-23,False,False,6.735,18475,215000000,758725893,136,537500000.0,1.411583056744186,2.528957641860465,2012,6
False,/gl0jzn4BupSbL2qMVeqrjKkF9Js.jpg,"[12, 14, 16]",128,Princess Mononoke,ja,もののけ姫,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",16.0533,/cMYCDADoLKLbB83g4WnJegaZimC.jpg,1997-07-12,False,False,8.322,8956,23500000,176506186,134,58750000.0,3.0043606127659572,6.510901531914894,1997,7
False,/otkJlfjB7zJ5h34FEIfemenMbCy.jpg,"[878, 28, 12, 53]",106,Predator,en,Predator,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,16.0336,/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg,1987-06-12,False,False,7.551,9082,15000000,98267558,107,37500000.0,2.6204682133333335,5.551170533333333,1987,6
False,/6WqqEjiycNvDLjbEClM1zCwIbDD.jpg,"[27, 53, 878]",1100988,28 Years Later,en,28 Years Later,"Twenty-eight years after the Rage virus outbreak, a heavily-defended island survives connected to the mainland by a single causeway. When one of the group leaves the island into the dark heart of the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors as well.",16.0112,/n5FygjEppOvac6yEaowi26nTyw3.jpg,2025-06-18,False,False,6.614,2519,60000000,151308832,115,150000000.0,1.0087255466666667,1.5218138666666667,2025,6
False,/c3OHQncTAnKFhdOTX7D3LTW6son.jpg,"[28, 80, 18, 53]",49026,The Dark Knight Rises,en,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",15.9741,/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,2012-07-17,False,False,7.795,24317,250000000,1081041287,165,625000000.0,1.7296660592,3.324165148,2012,7
False,/4XPNNt0zfZKBqxxVWaQALd57UHl.jpg,"[12, 16, 10751, 14]",823219,Flow,lv,Straume,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",15.9162,/zME0Ul0w48MKkYBnFRn40M5qgLh.jpg,2024-08-29,False,False,8.088,2803,3700000,17660107,85,9250000.0,1.9092007567567568,3.7730018918918917,2024,8
False,/5YZbUmjbMa3ClvSW1Wj3D6XGolb.jpg,"[878, 12, 28]",447365,Guardians of the Galaxy Vol. 3,en,Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",15.7736,/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,2023-05-03,False,False,7.929,8289,250000000,845550000,150,625000000.0,1.35288,2.3822,2023,5
False,/puqQGxK9HYITUKhCdREg3XOLlZd.jpg,"[27, 878, 35]",696393,Cold Storage,en,Cold Storage,"When a mutating, highly contagious fungus escapes a sealed facility, two employees – joined by a grizzled bioterror operative – must survive the wildest night shift ever to save humanity from extinction.",15.715,/3HA2iiq982e01EKXJvPFyfMADVM.jpg,2026-01-22,False,False,6.81,443,10000000,4048606,99,25000000.0,0.16194424,-0.5951394,2026,1
False,/z3br1ub7spqGMkxgjgJSdM4DC21.jpg,"[18, 9648, 878]",1124,The Prestige,en,The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",15.6898,/Ag2B2KHKQPukjH7WutmgnnSNurZ.jpg,2006-10-19,False,False,8.208,17555,40000000,109676311,130,100000000.0,1.09676311,1.741907775,2006,10
False,/9X7Im1YuBhyHYVD8r7CAONPJR5k.jpg,"[28, 878, 12]",68726,Pacific Rim,en,Pacific Rim,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",15.6471,/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg,2013-07-11,False,False,6.924,13341,180000000,411000000,131,450000000.0,0.9133333333333333,1.2833333333333334,2013,7
False,/xlDUjb0Q5Dv6jPQRF5VE4IMjIy.jpg,"[18, 80]",311,Once Upon a Time in America,en,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",15.6248,/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,1984-05-23,False,False,8.382,6020,30000000,5500000,229,75000000.0,0.07333333333333333,-0.8166666666666667,1984,5
False,/zwSDvbnN51JqU1ULzPnEc22DkqV.jpg,"[10749, 35, 18]",1272149,Bridget Jones: Mad About the Boy,en,Bridget Jones: Mad About the Boy,"Bridget Jones navigates life as a widow and single mum with the help of her family, friends, and former lover, Daniel. Back to work and on the apps, she's pursued by a younger man and maybe – just maybe – her son's science teacher.",15.5108,/e5VR3nhLYG60znxaqU84wv4VSCb.jpg,2025-02-12,False,False,6.386,526,50000000,140431671,124,125000000.0,1.123453368,1.80863342,2025,2
False,/pUNfHmVqfwRdILhCkU8TdysVOXo.jpg,"[878, 12, 28]",533533,TRON: Ares,en,TRON: Ares,"A highly sophisticated Program called Ares is sent from the digital world into the real world on a dangerous mission, marking humankind's first encounter with A.I. beings.",15.4699,/chpWmskl3aKm1aTZqUHRCtviwPy.jpg,2025-10-08,False,False,6.478,1379,220000000,142249983,119,550000000.0,0.2586363327272727,-0.35340916818181817,2025,10
False,/uorMP2U1F0AfogYMz4lYu2EbgYo.jpg,"[53, 12, 28, 878]",524047,Greenland,en,Greenland,"John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting levelled, the Garritys experience the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven.",15.4656,/bNo2mcvSwIvnx8K6y1euAc1TLVq.jpg,2020-07-29,False,False,7.129,5277,34000000,52300000,120,85000000.0,0.6152941176470588,0.538235294117647,2020,7
False,/7FWlcZq3r6525LWOcvO9kNWurN1.jpg,"[12, 28, 878]",271110,Captain America: Civil War,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",15.4553,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,2016-04-27,False,False,7.448,24001,250000000,1155046416,147,625000000.0,1.8480742656,3.620185664,2016,4
